Fuel_Type,Body_Type,Transmission,KM_Driven,Model_Year,Price,Engine,Brand,Model,Registration_Year,City
Cng,Hatchback,Manual,22577,2022,5.35,1086.0,Hyundai,Hyundai Santro,2022,kolkata
Petrol,Hatchback,Manual,9902,2021,8.24,998.0,Hyundai,Hyundai i20,2021,kolkata
Petrol,SUV,Manual,70000,2016,5.0,1497.0,Ford,Ford Ecosport,2016,kolkata
Petrol,Hatchback,Manual,20101,2020,5.26,1197.0,Hyundai,Hyundai Grand i10,2020,kolkata
Petrol,Hatchback,Manual,120000,2011,1.8,1198.0,Skoda,Skoda Fabia,2011,kolkata
Petrol,SUV,Manual,15258,2021,9.7,1199.0,Tata,Tata Nexon,2021,kolkata
Petrol,SUV,Automatic,36397,2020,9.51,998.0,Hyundai,Hyundai Venue,2020,kolkata
Diesel,Sedan,Automatic,52000,2012,9.75,1995.0,BMW,BMW 3 Series,2012,kolkata
Diesel,SUV,Automatic,51900,2019,22.5,2143.0,Mercedes-Benz,Mercedes-Benz GLA Class,2019,kolkata
Petrol,Sedan,Automatic,70000,2017,7.5,1497.0,Honda,Honda City,2017,kolkata
Petrol,SUV,Automatic,10000,2022,26.5,1368.0,Jeep,Jeep Compass,2022,kolkata
Diesel,SUV,Automatic,30000,2016,19.5,1995.0,BMW,BMW X1,2016,kolkata
Petrol,SUV,Manual,23303,2019,9.3,1591.0,Hyundai,Hyundai Creta,2019,kolkata
Petrol,SUV,Automatic,30000,2020,14.99,1451.0,MG,MG Hector,2020,kolkata
Diesel,SUV,Manual,70000,2017,8.5,2179.0,Mahindra,Mahindra XUV500,2017,kolkata
Petrol,SUV,Manual,50000,2019,10.2,1591.0,Hyundai,Hyundai Creta,2019,kolkata
Petrol,Hatchback,Manual,11326,2019,6.14,1197.0,Maruti,Maruti Swift,2019,kolkata
Petrol,Hatchback,Manual,23609,2020,6.3,1197.0,Maruti,Maruti Swift,2020,kolkata
Petrol,Hatchback,Manual,30000,2016,3.2,998.0,Maruti,Maruti Celerio,2016,kolkata
Petrol,Hatchback,Manual,60533,2014,2.41,1086.0,Hyundai,Hyundai Santro Xing,2014,kolkata
Petrol,Sedan,Manual,46328,2016,5.13,1373.0,Maruti,Maruti Ciaz,2016,kolkata
Petrol,SUV,Automatic,60000,2020,15.5,1451.0,MG,MG Hector Plus,2020,kolkata
Petrol,SUV,Automatic,31745,2019,10.06,998.0,Hyundai,Hyundai Venue,2019,kolkata
Diesel,SUV,Automatic,78668,2012,10.75,2982.0,Toyota,Toyota Fortuner,2012,kolkata
Petrol,SUV,Manual,3115,2021,7.18,999.0,Renault,Renault Kiger,2021,kolkata
Petrol,Hatchback,Automatic,8940,2022,6.35,998.0,Maruti,Maruti Celerio,2022,kolkata
Petrol,Hatchback,Manual,10000,2015,4.75,1197.0,Hyundai,Hyundai Grand i10,2015,kolkata
Petrol,Sedan,Manual,40000,2014,3.05,1197.0,Hyundai,Hyundai Xcent,2014,kolkata
Petrol,Sedan,Manual,45652,2018,7.55,1497.0,Honda,Honda City,2020,kolkata
Petrol,Sedan,Manual,30000,2019,8.0,1462.0,Maruti,Maruti Ciaz,2019,kolkata
Petrol,Sedan,Automatic,85033,2015,18.0,1999.0,Jaguar,Jaguar XJ,2015,kolkata
Petrol,Hatchback,Manual,30000,2017,4.5,1197.0,Hyundai,Hyundai Grand i10,2017,kolkata
Petrol,Hatchback,Manual,70000,2011,2.9,1197.0,Hyundai,Hyundai i20,2011,kolkata
Petrol,Hatchback,Manual,17200,2019,5.8,1197.0,Maruti,Maruti Swift,2019,kolkata
Petrol,Sedan,Manual,18255,2015,6.0,1497.0,Honda,Honda City,2015,kolkata
Petrol,Sedan,Manual,80000,2015,5.95,1798.0,Toyota,Toyota Corolla Altis,2015,kolkata
Petrol,Hatchback,Manual,6398,2022,5.46,998.0,Maruti,Maruti Celerio,2022,kolkata
Petrol,Hatchback,Automatic,45739,2020,5.88,1197.0,Hyundai,Hyundai Grand i10 Nios,2020,kolkata
Diesel,SUV,Manual,46000,2016,23.0,2982.0,Toyota,Toyota Fortuner,2016,kolkata
Petrol,SUV,Manual,35254,2016,4.99,1497.0,Honda,Honda BR-V,2016,kolkata
Petrol,Sedan,Manual,41334,2018,6.23,1496.0,Toyota,Toyota Yaris,2018,kolkata
Petrol,Hatchback,Manual,51463,2014,3.0,1198.0,Honda,Honda Brio,2014,kolkata
Petrol,Hatchback,Manual,29478,2019,3.38,796.0,Maruti,Maruti Alto 800,2019,kolkata
Diesel,MUV,Manual,85101,2019,17.5,2393.0,Toyota,Toyota Innova Crysta,2019,kolkata
Petrol,Hatchback,Manual,6903,2022,4.43,998.0,Maruti,Maruti S-Presso,2022,kolkata
Petrol,Hatchback,Manual,57602,2013,2.13,1197.0,Hyundai,Hyundai i10,2013,kolkata
Diesel,Sedan,Automatic,52047,2013,31.5,4806.0,Porsche,Porsche Panamera,2013,kolkata
Diesel,SUV,Automatic,71742,2017,37.0,2143.0,Mercedes-Benz,Mercedes-Benz GLE,2017,kolkata
Petrol,SUV,Automatic,413,2023,44.5,1969.0,Volvo,Volvo XC40,2023,kolkata
Petrol,Hatchback,Manual,10000,2015,2.34,796.0,Maruti,Maruti Alto 800,2015,kolkata
Petrol,Hatchback,Manual,50000,2009,1.4,1086.0,Hyundai,Hyundai i10,2009,kolkata
Petrol,Hatchback,Automatic,18000,2018,5.34,1197.0,Maruti,Maruti Baleno,2018,kolkata
Petrol,Hatchback,Automatic,32000,2018,3.8,998.0,Maruti,Maruti Wagon R,2018,kolkata
Diesel,SUV,Manual,42000,2018,5.65,1498.0,Ford,Ford Ecosport,2018,kolkata
Petrol,Sedan,Manual,45000,2014,3.81,1497.0,Honda,Honda City,2014,kolkata
Petrol,Sedan,Automatic,29000,2018,7.49,1498.0,Honda,Honda City,2018,kolkata
Petrol,MUV,Manual,19675,2012,4.26,1462.0,Maruti,Maruti Ertiga,2012,kolkata
Petrol,Hatchback,Automatic,20378,2021,8.77,998.0,Hyundai,Hyundai i20,2021,kolkata
Petrol,SUV,Automatic,10000,2022,14.0,999.0,Skoda,Skoda Kushaq,2022,kolkata
Petrol,Hatchback,Manual,33683,2015,3.35,1086.0,Hyundai,Hyundai i10,2016,kolkata
Petrol,Hatchback,Manual,18518,2021,4.14,998.0,Maruti,Maruti S-Presso,2021,kolkata
Petrol,Hatchback,Manual,36000,2016,3.21,998.0,Maruti,Maruti Wagon R,2016,kolkata
Petrol,Hatchback,Manual,30791,2019,3.23,998.0,Maruti,Maruti Alto K10,2019,kolkata
Petrol,MUV,Manual,18000,2021,9.25,1462.0,Maruti,Maruti Ertiga,2021,kolkata
Petrol,Hatchback,Manual,14447,2020,3.45,796.0,Maruti,Maruti Alto 800,2020,kolkata
Petrol,Hatchback,Manual,19991,2019,4.54,1197.0,Hyundai,Hyundai Grand i10,2019,kolkata
Petrol,Hatchback,Manual,24000,2016,2.59,814.0,Hyundai,Hyundai EON,2016,kolkata
Diesel,SUV,Manual,41000,2019,6.75,2523.0,Mahindra,Mahindra Bolero,2019,kolkata
Diesel,SUV,Manual,45000,2015,10.95,1968.0,Audi,Audi Q3,2016,kolkata
Petrol,SUV,Automatic,10177,2021,18.75,1999.0,Hyundai,Hyundai Alcazar,2021,kolkata
Petrol,Hatchback,Manual,35444,2013,3.25,1197.0,Hyundai,Hyundai Grand i10,2013,kolkata
Petrol,Hatchback,Manual,35000,2017,4.15,1197.0,Hyundai,Hyundai Grand i10,2017,kolkata
Diesel,MUV,Manual,40000,2019,16.95,2393.0,Toyota,Toyota Innova Crysta,2019,kolkata
Diesel,Hatchback,Manual,49040,2016,3.65,1120.0,Hyundai,Hyundai Grand i10,2016,kolkata
Petrol,Hatchback,Manual,40000,2007,6.14,796.0,Maruti,Maruti Alto,2007,kolkata
Petrol,Hatchback,Manual,49546,2019,3.33,998.0,Maruti,Maruti Alto K10,2019,kolkata
Petrol,Sedan,Manual,38698,2014,4.06,1197.0,Maruti,Maruti Swift Dzire,2015,kolkata
Petrol,Sedan,Manual,32814,2018,6.75,1497.0,Honda,Honda City,2019,kolkata
Petrol,Sedan,Manual,14642,2015,3.29,1197.0,Hyundai,Hyundai Xcent,2015,kolkata
Petrol,Hatchback,Manual,33429,2017,2.79,796.0,Maruti,Maruti Alto 800,2017,kolkata
Petrol,Sedan,Manual,36448,2012,2.99,2359.0,Hyundai,Hyundai Sonata,2012,kolkata
Petrol,Hatchback,Manual,30739,2022,6.22,1197.0,Hyundai,Hyundai Grand i10 Nios,2022,kolkata
Petrol,Hatchback,Manual,21300,2021,7.98,1197.0,Hyundai,Hyundai i20,2021,kolkata
Petrol,Hatchback,Manual,13463,2020,6.18,1197.0,Hyundai,Hyundai Grand i10 Nios,2020,kolkata
Petrol,Hatchback,Automatic,15477,2019,4.31,998.0,Maruti,Maruti S-Presso,2019,kolkata
Petrol,Hatchback,Automatic,33000,2018,4.15,998.0,Maruti,Maruti Wagon R,2018,kolkata
Petrol,Hatchback,Manual,50000,2010,1.8,1197.0,Hyundai,Hyundai i10,2010,kolkata
Petrol,SUV,Automatic,15766,2021,37.0,1984.0,Audi,Audi Q2,2021,kolkata
Diesel,SUV,Automatic,28895,2021,16.75,1493.0,Hyundai,Hyundai Alcazar,2021,kolkata
Petrol,Hatchback,Manual,10000,2019,6.2,1197.0,Maruti,Maruti Baleno,2019,kolkata
Diesel,Sedan,Manual,50000,2015,3.8,1498.0,Volkswagen,Volkswagen Vento,2015,kolkata
Diesel,SUV,Automatic,70000,2016,8.4,1997.0,Mahindra,Mahindra XUV500,2016,kolkata
Diesel,Sedan,Automatic,24600,2020,35.0,1950.0,Mercedes-Benz,Mercedes-Benz C-Class,2020,kolkata
Diesel,SUV,Manual,10711,2023,15.5,2184.0,Mahindra,Mahindra Thar,2023,kolkata
Petrol,MUV,Manual,90000,2018,6.0,1373.0,Maruti,Maruti Ertiga,2018,kolkata
Petrol,SUV,Manual,19712,2020,8.68,998.0,Hyundai,Hyundai Venue,2020,kolkata
Petrol,Sedan,Automatic,31772,2019,9.17,1497.0,Honda,Honda City,2019,kolkata
Diesel,Sedan,Manual,150000,2013,1.0,1995.0,Hindustan Motors,Ambassador,2013,kolkata
Petrol,Sedan,Manual,31055,2019,8.67,1591.0,Hyundai,Hyundai Verna,2019,kolkata
Petrol,SUV,Manual,25695,2021,8.27,1498.0,Renault,Renault Duster,2021,kolkata
Petrol,Hatchback,Manual,20000,2021,4.2,998.0,Maruti,Maruti S-Presso,2021,kolkata
Diesel,SUV,Manual,24181,2019,9.42,1497.0,Mahindra,Mahindra XUV300,2019,kolkata
Diesel,SUV,Automatic,70000,2020,13.0,1493.0,Kia,Kia Seltos,2020,kolkata
Petrol,SUV,Manual,42970,2020,8.04,1498.0,Renault,Renault Duster,2020,kolkata
Petrol,Hatchback,Manual,12541,2012,1.79,796.0,Maruti,Maruti Alto,2012,kolkata
Petrol,Hatchback,Manual,10000,2019,5.5,1197.0,Hyundai,Hyundai i20,2019,kolkata
Petrol,Hatchback,Manual,10000,2021,6.5,1197.0,Hyundai,Hyundai Grand i10 Nios,2021,kolkata
Petrol,Sedan,Manual,49817,2015,4.49,1497.0,Honda,Honda City,2015,kolkata
Petrol,Hatchback,Manual,30000,2016,2.5,999.0,Renault,Renault KWID,2016,kolkata
Petrol,SUV,Manual,10000,2022,8.21,1199.0,Tata,Tata Nexon,2022,kolkata
Diesel,Hatchback,Manual,20000,2013,3.0,1120.0,Hyundai,Hyundai Grand i10,2013,kolkata
Diesel,SUV,Manual,80000,2015,7.0,1997.0,Mahindra,Mahindra XUV500,2015,kolkata
Diesel,Sedan,Manual,70000,2014,2.8,1120.0,Hyundai,Hyundai Xcent,2014,kolkata
Petrol,Hatchback,Manual,6347,2020,6.63,1197.0,Maruti,Maruti Swift,2021,kolkata
Petrol,Hatchback,Automatic,19437,2019,5.59,1197.0,Maruti,Maruti Ignis,2019,kolkata
Diesel,Hatchback,Manual,61262,2019,5.0,1248.0,Maruti,Maruti Swift,2019,kolkata
Petrol,SUV,Manual,6059,2021,9.34,1199.0,Tata,Tata Nexon,2021,kolkata
Diesel,Hatchback,Manual,9134,2022,9.14,1497.0,Tata,Tata Altroz,2022,kolkata
Petrol,Hatchback,Manual,23092,2022,8.4,1197.0,Maruti,Maruti Baleno,2022,kolkata
Diesel,Hatchback,Manual,33937,2020,6.84,1497.0,Tata,Tata Altroz,2020,kolkata
Petrol,Sedan,Manual,20000,2015,5.24,1373.0,Maruti,Maruti Ciaz,2015,kolkata
Petrol,Hatchback,Manual,49134,2017,4.42,1197.0,Toyota,Toyota Etios Liva,2017,kolkata
Petrol,Hatchback,Manual,71900,2010,1.92,1197.0,Maruti,Maruti Ritz,2010,kolkata
Petrol,Hatchback,Manual,20000,2020,5.8,998.0,Maruti,Maruti Wagon R,2020,kolkata
Diesel,Sedan,Automatic,20000,2019,38.0,1995.0,BMW,BMW 5 Series,2019,kolkata
Petrol,Sedan,Automatic,10000,2021,8.29,1199.0,Honda,Honda Amaze,2021,kolkata
Diesel,SUV,Automatic,22336,2017,26.49,3198.0,Ford,Ford Endeavour,2017,kolkata
Petrol,Hatchback,Manual,10000,2019,6.0,1197.0,Hyundai,Hyundai i20,2019,kolkata
Petrol,Sedan,Manual,48384,2019,7.75,1497.0,Honda,Honda City,2019,kolkata
Petrol,SUV,Automatic,32000,2019,13.65,1451.0,MG,MG Hector,2019,kolkata
Petrol,Sedan,Manual,20000,2020,8.5,1598.0,Skoda,Skoda Rapid,2020,kolkata
Petrol,Sedan,Manual,56023,2015,4.35,1496.0,Toyota,Toyota Etios,2015,kolkata
Diesel,Sedan,Manual,60840,2019,9.56,1582.0,Hyundai,Hyundai Elantra,2019,kolkata
Petrol,Hatchback,Automatic,18984,2017,4.31,1198.0,Nissan,Nissan Micra,2017,kolkata
Petrol,MUV,Manual,50000,2014,5.75,1373.0,Maruti,Maruti Ertiga,2014,kolkata
Diesel,Sedan,Manual,115173,2017,4.32,1248.0,Tata,Tata Zest,2017,kolkata
Petrol,Hatchback,Manual,26251,2014,2.55,998.0,Maruti,Maruti Alto K10,2014,kolkata
Diesel,SUV,Automatic,35700,2015,16.75,2143.0,Mercedes-Benz,Mercedes-Benz GLA Class,2015,kolkata
Petrol,Hatchback,Automatic,6230,2021,4.79,998.0,Maruti,Maruti S-Presso,2021,kolkata
Petrol,SUV,Manual,30000,2020,7.63,1199.0,Tata,Tata Nexon,2020,kolkata
Petrol,Sedan,Automatic,25228,2022,8.46,1199.0,Honda,Honda Amaze,2022,kolkata
Petrol,SUV,Manual,46717,2019,9.99,1591.0,Hyundai,Hyundai Creta,2019,kolkata
Petrol,Hatchback,Manual,20000,2013,2.8,1197.0,Hyundai,Hyundai i10,2013,kolkata
Petrol,MUV,Automatic,120000,2018,7.75,1462.0,Maruti,Maruti Ertiga,2018,kolkata
Diesel,Sedan,Manual,65000,2014,3.5,1598.0,Skoda,Skoda Rapid,2014,kolkata
Petrol,Sedan,Manual,91000,2018,4.45,1199.0,Honda,Honda Amaze,2018,kolkata
Petrol,Hatchback,Manual,45000,2017,5.0,1197.0,Hyundai,Hyundai i20 Active,2017,kolkata
Petrol,Coupe,Automatic,30000,2016,210.0,3982.0,Mercedes-Benz,Mercedes-Benz AMG GT,2016,kolkata
Petrol,Sedan,Manual,30000,2019,8.25,1462.0,Maruti,Maruti Ciaz,2019,kolkata
Petrol,Hatchback,Manual,60000,2017,5.1,1197.0,Maruti,Maruti Baleno,2017,kolkata
Petrol,Sedan,Manual,56000,2014,3.25,1496.0,Toyota,Toyota Etios,2014,kolkata
Petrol,Sedan,Manual,54419,2016,5.0,1591.0,Hyundai,Hyundai Verna,2016,kolkata
Petrol,MUV,Automatic,22746,2020,6.4,999.0,Renault,Renault Triber,2020,kolkata
Petrol,Hatchback,Manual,5385,2020,3.34,796.0,Maruti,Maruti Alto 800,2020,kolkata
Diesel,Sedan,Automatic,40375,2014,12.5,1968.0,Audi,Audi A6,2014,kolkata
Petrol,Hatchback,Automatic,10837,2020,7.74,998.0,Hyundai,Hyundai i20,2021,kolkata
Petrol,Hatchback,Manual,4521,2020,3.26,796.0,Maruti,Maruti Alto 800,2020,kolkata
Diesel,Sedan,Automatic,25990,2019,24.0,1995.0,BMW,BMW 3 Series,2019,kolkata
Petrol,Sedan,Manual,6805,2021,6.34,1197.0,Maruti,Maruti Swift Dzire,2021,kolkata
Diesel,Sedan,Automatic,47000,2011,8.25,2143.0,Mercedes-Benz,Mercedes-Benz C-Class,2011,kolkata
Petrol,Hatchback,Automatic,23733,2021,4.58,998.0,Maruti,Maruti S-Presso,2021,kolkata
Petrol,Hatchback,Manual,9473,2021,4.14,998.0,Maruti,Maruti S-Presso,2021,kolkata
Diesel,SUV,Manual,150000,2013,3.1,1461.0,Renault,Renault Duster,2013,kolkata
Petrol,Sedan,Automatic,70000,2015,4.5,1197.0,Hyundai,Hyundai Xcent,2015,kolkata
Diesel,SUV,Automatic,38200,2019,44.95,1969.0,Volvo,Volvo XC60,2021,kolkata
Diesel,SUV,Automatic,76187,2020,20.25,2157.0,Mahindra,Mahindra Alturas G4,2020,kolkata
Diesel,SUV,Automatic,40000,2016,24.6,2993.0,BMW,BMW X3,2016,kolkata
Petrol,Sedan,Automatic,89398,2008,5.0,2354.0,Honda,Honda New Accord,2008,kolkata
Petrol,Sedan,Manual,50000,2018,9.0,1591.0,Hyundai,Hyundai Verna,2018,kolkata
Petrol,Sedan,Automatic,70000,2014,12.0,2494.0,Toyota,Toyota Camry,2014,kolkata
Diesel,SUV,Manual,37000,2017,4.0,1493.0,Mahindra,Mahindra TUV 300,2017,kolkata
Petrol,Hatchback,Manual,42000,2011,1.49,1196.0,Ford,Ford Figo,2011,kolkata
Petrol,Hatchback,Automatic,19392,2016,3.24,998.0,Maruti,Maruti Alto K10,2016,kolkata
Petrol,Hatchback,Manual,9522,2021,3.56,796.0,Maruti,Maruti Alto 800,2021,kolkata
Petrol,Sedan,Manual,28880,2014,2.95,1198.0,Honda,Honda Amaze,2014,kolkata
Petrol,Hatchback,Manual,19003,2016,2.3,1199.0,Chevrolet,Chevrolet Beat,2016,kolkata
Petrol,Hatchback,Manual,28329,2016,2.68,796.0,Maruti,Maruti Alto 800,2016,kolkata
Petrol,Hatchback,Manual,9326,2022,6.9,1197.0,Hyundai,Hyundai i20,2022,kolkata
Petrol,Hatchback,Manual,47584,2020,5.49,1197.0,Maruti,Maruti Swift,2020,kolkata
Petrol,SUV,Manual,10000,2022,16.0,1353.0,Kia,Kia Seltos,2022,kolkata
Petrol,Hatchback,Manual,24021,2019,4.87,1197.0,Hyundai,Hyundai Grand i10,2019,kolkata
Petrol,Hatchback,Manual,44094,2019,3.02,998.0,Maruti,Maruti Alto K10,2019,kolkata
Diesel,SUV,Automatic,45107,2020,17.5,1956.0,Jeep,Jeep Compass,2020,kolkata
Petrol,Sedan,Automatic,9470,2015,4.25,1197.0,Maruti,Maruti Swift Dzire,2015,kolkata
Diesel,MUV,Manual,125000,2007,2.84,2494.0,Toyota,Toyota Innova,2007,kolkata
Petrol,Hatchback,Manual,7000,2021,4.3,998.0,Maruti,Maruti S-Presso,2021,kolkata
Diesel,Hatchback,Manual,73000,2018,4.45,1248.0,Maruti,Maruti Baleno,2018,kolkata
Petrol,SUV,Manual,11000,2022,11.99,1462.0,Maruti,Maruti Brezza,2022,kolkata
Petrol,Hatchback,Manual,30000,2010,1.7,1197.0,Hyundai,Hyundai i10,2010,kolkata
Diesel,SUV,Manual,35500,2013,3.5,1461.0,Nissan,Nissan Terrano,2013,kolkata
Petrol,Hatchback,Automatic,10000,2019,5.25,1197.0,Maruti,Maruti Swift,2019,kolkata
Diesel,Hatchback,Manual,43000,2017,3.85,1186.0,Hyundai,Hyundai Grand i10,2017,kolkata
Cng,Hatchback,Manual,34144,2021,4.98,998.0,Maruti,Maruti Wagon R,2022,kolkata
Petrol,Hatchback,Manual,6669,2021,6.25,1197.0,Hyundai,Hyundai Grand i10 Nios,2021,kolkata
Petrol,Hatchback,Manual,22618,2019,4.94,1197.0,Hyundai,Hyundai Grand i10,2019,kolkata
Cng,Hatchback,Manual,27042,2019,4.62,998.0,Maruti,Maruti Wagon R,2020,kolkata
Petrol,SUV,Manual,38224,2016,7.1,1591.0,Hyundai,Hyundai Creta,2016,kolkata
Petrol,Sedan,Automatic,23379,2018,8.89,1497.0,Honda,Honda City,2018,kolkata
Diesel,Sedan,Automatic,47000,2018,20.99,2143.0,Mercedes-Benz,Mercedes-Benz CLA,2018,kolkata
Petrol,Hatchback,Manual,21388,2019,3.04,796.0,Maruti,Maruti Alto 800,2019,kolkata
Petrol,Hatchback,Manual,23005,2015,3.08,998.0,Maruti,Maruti Wagon R,2015,kolkata
Petrol,Sedan,Automatic,7308,2021,15.5,1999.0,Hyundai,Hyundai Elantra,2021,kolkata
Diesel,Sedan,Automatic,90000,2008,5.0,1995.0,BMW,BMW 3 Series,2008,kolkata
Petrol,Hatchback,Manual,60000,2013,1.5,1199.0,Chevrolet,Chevrolet Beat,2013,kolkata
Petrol,Hatchback,Manual,60000,2016,3.95,1199.0,Volkswagen,Volkswagen Polo,2016,kolkata
Petrol,SUV,Automatic,36674,2020,14.0,1353.0,Kia,Kia Seltos,2020,kolkata
Petrol,Hatchback,Automatic,20000,2019,4.5,998.0,Maruti,Maruti Wagon R,2019,kolkata
Petrol,Sedan,Manual,17153,2018,4.95,1197.0,Maruti,Maruti Swift Dzire,2018,kolkata
Diesel,SUV,Manual,39000,2018,10.78,2179.0,Mahindra,Mahindra XUV500,2018,kolkata
Petrol,Hatchback,Manual,32165,2020,4.6,998.0,Maruti,Maruti Wagon R,2020,kolkata
Petrol,Sedan,Manual,27447,2018,5.6,1598.0,Skoda,Skoda Rapid,2018,kolkata
Petrol,Hatchback,Manual,26305,2015,2.59,796.0,Maruti,Maruti Alto 800,2015,kolkata
Petrol,Hatchback,Manual,20000,2008,1.3,796.0,Maruti,Maruti Alto,2008,kolkata
Petrol,Hatchback,Manual,17024,2018,2.72,799.0,Datsun,Datsun RediGO,2018,kolkata
Petrol,Sedan,Automatic,9243,2020,9.82,1498.0,Honda,Honda City,2020,kolkata
Petrol,Sedan,Manual,100000,2017,4.25,1598.0,Skoda,Skoda Rapid,2017,kolkata
Petrol,Hatchback,Manual,19280,2017,2.97,1198.0,Datsun,Datsun GO,2017,kolkata
Petrol,SUV,Manual,10000,2019,7.5,998.0,Hyundai,Hyundai Venue,2019,kolkata
Petrol,Sedan,Manual,9646,2021,6.58,1197.0,Maruti,Maruti Swift Dzire,2021,kolkata
Petrol,SUV,Manual,11344,2020,7.5,1462.0,Maruti,Maruti SX4 S Cross,2020,kolkata
Petrol,Sedan,Automatic,17899,2021,46.0,1998.0,BMW,BMW 3 Series,2021,kolkata
Petrol,Hatchback,Manual,6000,2021,4.49,999.0,Renault,Renault KWID,2021,kolkata
Petrol,Hatchback,Manual,80000,2010,1.5,1199.0,Chevrolet,Chevrolet Beat,2010,kolkata
Diesel,Hatchback,Manual,50000,2006,6.14,1396.0,Tata,Tata Indica,2006,kolkata
Diesel,Hatchback,Manual,35000,2014,4.5,1396.0,Hyundai,Hyundai i20,2014,kolkata
Petrol,MUV,Manual,31244,2015,5.65,1373.0,Maruti,Maruti Ertiga,2015,kolkata
Petrol,Hatchback,Manual,40000,2017,4.1,1197.0,Hyundai,Hyundai Grand i10,2017,kolkata
Petrol,Hatchback,Manual,30000,2012,1.7,1199.0,Chevrolet,Chevrolet Beat,2012,kolkata
Diesel,Sedan,Manual,60000,2012,1.78,1396.0,Tata,Tata Indigo,2012,kolkata
Diesel,Sedan,Automatic,70000,2010,8.95,2993.0,BMW,BMW 5 Series,2010,kolkata
Petrol,Hatchback,Manual,65440,2015,2.39,814.0,Hyundai,Hyundai EON,2015,kolkata
Petrol,Hatchback,Manual,35884,2021,6.52,1199.0,Tata,Tata Altroz,2021,kolkata
Petrol,Sedan,Manual,77500,2015,5.5,1798.0,Toyota,Toyota Corolla Altis,2015,kolkata
Petrol,Sedan,Manual,59729,2015,5.99,1798.0,Toyota,Toyota Corolla Altis,2015,kolkata
Petrol,Hatchback,Manual,64854,2014,1.99,796.0,Maruti,Maruti Alto 800,2014,kolkata
Petrol,Sedan,Manual,29836,2018,5.75,1197.0,Maruti,Maruti Swift Dzire,2018,kolkata
Diesel,Sedan,Manual,74094,2017,4.45,1498.0,Ford,Ford Aspire,2017,kolkata
Petrol,Hatchback,Manual,11590,2021,6.2,1197.0,Maruti,Maruti Swift,2021,kolkata
Petrol,Hatchback,Manual,9461,2021,7.06,1199.0,Honda,Honda Jazz,2021,kolkata
Diesel,Sedan,Manual,59006,2014,3.63,1461.0,Renault,Renault Scala,2014,kolkata
Diesel,MUV,Manual,10000,2022,24.0,2393.0,Toyota,Toyota Innova Crysta,2022,kolkata
Diesel,Sedan,Manual,150000,2017,4.92,1248.0,Maruti,Maruti Swift Dzire,2017,kolkata
Petrol,Sedan,Manual,40000,2016,3.6,1198.0,Honda,Honda Amaze,2016,kolkata
Diesel,Sedan,Manual,80000,2009,2.8,1248.0,Maruti,Maruti Swift Dzire,2009,kolkata
Diesel,SUV,Automatic,90000,2016,16.4,2982.0,Toyota,Toyota Fortuner,2016,kolkata
Diesel,SUV,Automatic,80000,2012,9.5,2179.0,Land Rover,Land Rover Freelander 2,2012,kolkata
Diesel,SUV,Manual,73000,2014,12.99,2982.0,Toyota,Toyota Fortuner,2014,kolkata
Petrol,Hatchback,Manual,150000,2010,2.5,998.0,Maruti,Maruti Wagon R,2010,kolkata
Diesel,Sedan,Automatic,33600,2018,39.5,2987.0,Mercedes-Benz,Mercedes-Benz E-Class,2018,kolkata
Diesel,Hatchback,Manual,60000,2011,2.5,1364.0,Toyota,Toyota Etios Liva,2011,kolkata
Petrol,Hatchback,Manual,82286,2016,3.73,1199.0,Honda,Honda Jazz,2017,kolkata
Petrol,SUV,Manual,59880,2010,4.15,1997.0,Honda,Honda CR-V,2010,kolkata
Diesel,MUV,Manual,29841,2021,22.0,2393.0,Toyota,Toyota Innova Crysta,2021,kolkata
Petrol,Hatchback,Manual,10518,2022,5.17,998.0,Maruti,Maruti Celerio,2022,kolkata
Petrol,Hatchback,Manual,6204,2020,4.56,998.0,Maruti,Maruti Celerio,2020,kolkata
Diesel,MUV,Manual,20000,2020,12.5,1497.0,Mahindra,Mahindra Marazzo,2020,kolkata
Petrol,Hatchback,Manual,23696,2013,3.11,1197.0,Hyundai,Hyundai i20,2013,kolkata
Diesel,MUV,Manual,112000,2016,9.5,2494.0,Toyota,Toyota Innova,2016,kolkata
Petrol,Hatchback,Manual,7569,2020,3.05,796.0,Maruti,Maruti Alto 800,2020,kolkata
Petrol,Hatchback,Automatic,18800,2019,5.83,1197.0,Maruti,Maruti Swift,2019,kolkata
Petrol,Hatchback,Automatic,32147,2018,2.5,999.0,Renault,Renault KWID,2018,kolkata
Petrol,SUV,Manual,27000,2016,4.3,1497.0,Ford,Ford Ecosport,2016,kolkata
Petrol,Hatchback,Manual,35100,2010,1.5,1199.0,Chevrolet,Chevrolet Beat,2010,kolkata
Petrol,SUV,Manual,20000,2022,6.5,1199.0,Tata,Tata Nexon,2022,kolkata
Petrol,Hatchback,Manual,31458,2014,3.3,1197.0,Hyundai,Hyundai Grand i10,2014,kolkata
Petrol,Sedan,Automatic,12000,2015,14.99,1798.0,Audi,Audi A4,2015,kolkata
Petrol,Sedan,Manual,10000,2021,6.75,1199.0,Honda,Honda Amaze,2021,kolkata
Diesel,SUV,Automatic,32000,2018,7.75,1248.0,Maruti,Maruti Vitara Brezza,2018,kolkata
Diesel,Hatchback,Manual,37659,2012,2.8,1248.0,Maruti,Maruti Swift,2012,kolkata
