Fuel_Type,Body_Type,Transmission,KM_Driven,Model_Year,Price,Engine,Brand,Model,Registration_Year,City
Petrol,Hatchback,Manual,44268,2017,5.74,1197.0,Hyundai,Hyundai Grand i10,2018,bangalore
Petrol,Hatchback,Manual,10000,2022,7.8,1198.0,Citroen,Citroen C3,2022,bangalore
Petrol,Hatchback,Manual,60000,2018,8.0,1199.0,Honda,Honda Jazz,2018,bangalore
Petrol,Sedan,Manual,30000,2020,9.25,1498.0,Honda,Honda City,2020,bangalore
Petrol,Sedan,Manual,50000,2017,7.75,1373.0,Maruti,Maruti Ciaz,2017,bangalore
Petrol,Hatchback,Manual,80000,2011,6.14,624.0,Tata,Tata Nano,2011,bangalore
Diesel,SUV,Manual,70000,2014,5.0,1461.0,Renault,Renault Duster,2014,bangalore
Diesel,Sedan,Manual,120000,2009,3.5,1248.0,Maruti,Maruti Swift Dzire,2009,bangalore
Diesel,MUV,Manual,120000,2012,11.25,2494.0,Toyota,Toyota Innova,2012,bangalore
Petrol,Sedan,Automatic,20000,2020,8.3,1199.0,Honda,Honda Amaze,2020,bangalore
Diesel,SUV,Automatic,37354,2020,14.75,1493.0,Kia,Kia Seltos,2020,bangalore
Diesel,SUV,Manual,80426,2014,8.34,2179.0,Mahindra,Mahindra XUV500,2014,bangalore
Petrol,Sedan,Manual,89801,2016,6.74,1373.0,Maruti,Maruti Ciaz,2016,bangalore
Petrol,Sedan,Manual,120000,2004,6.14,1389.0,Opel,OpelCorsa,2004,bangalore
Petrol,Hatchback,Manual,69199,2019,5.47,1197.0,Hyundai,Hyundai Grand i10,2019,bangalore
Petrol,Hatchback,Manual,78249,2012,4.13,1197.0,Maruti,Maruti Swift,2012,bangalore
Diesel,MUV,Manual,26918,2018,23.25,2393.0,Toyota,Toyota Innova Crysta,2018,bangalore
Petrol,Hatchback,Manual,29905,2021,7.09,1197.0,Maruti,Maruti Swift,2021,bangalore
Diesel,MUV,Automatic,37678,2018,22.95,2755.0,Toyota,Toyota Innova Crysta,2018,bangalore
Petrol,Hatchback,Manual,60442,2017,5.28,1199.0,Honda,Honda Jazz,2017,bangalore
Diesel,SUV,Manual,66463,2014,6.91,1461.0,Renault,Renault Duster,2014,bangalore
Petrol,Sedan,Automatic,40844,2020,11.45,999.0,Skoda,Skoda Rapid,2020,bangalore
Petrol,Hatchback,Automatic,30000,2021,8.0,1197.0,Maruti,Maruti Swift,2021,bangalore
Petrol,Sedan,Manual,44000,2017,5.5,1196.0,Ford,Ford Aspire,2017,bangalore
Petrol,Hatchback,Manual,70000,2012,4.0,1197.0,Hyundai,Hyundai i20,2012,bangalore
Diesel,Hatchback,Manual,120000,2012,1.3,1396.0,Tata,Tata Indica V2,2012,bangalore
Diesel,Sedan,Manual,120000,2012,3.75,1582.0,Hyundai,Hyundai Verna,2012,bangalore
Petrol,Sedan,Manual,40000,2020,6.5,1197.0,Maruti,Maruti Swift Dzire,2020,bangalore
Petrol,SUV,Automatic,10000,2021,25.5,1368.0,Jeep,Jeep Compass,2021,bangalore
Diesel,SUV,Manual,80000,2021,13.0,1493.0,Kia,Kia Sonet,2021,bangalore
Petrol,Hatchback,Manual,79415,2016,6.09,1197.0,Maruti,Maruti Baleno,2016,bangalore
Diesel,Sedan,Automatic,88411,2017,6.78,1248.0,Maruti,Maruti Swift Dzire,2017,bangalore
Diesel,Sedan,Manual,120000,2011,3.75,1598.0,Volkswagen,Volkswagen Vento,2011,bangalore
Diesel,Hatchback,Manual,106516,2012,4.49,1248.0,Maruti,Maruti Swift,2012,bangalore
Diesel,Hatchback,Manual,88509,2015,5.52,1248.0,Maruti,Maruti Swift,2015,bangalore
Diesel,SUV,Manual,120000,2015,9.25,1997.0,Mahindra,Mahindra XUV500,2015,bangalore
Petrol,Hatchback,Manual,44437,2013,4.26,1197.0,Maruti,Maruti Swift,2013,bangalore
Diesel,Hatchback,Manual,83731,2015,6.07,1396.0,Hyundai,Hyundai i20,2015,bangalore
Diesel,SUV,Manual,77000,2018,8.45,1493.0,Mahindra,Mahindra Bolero Power Plus,2018,bangalore
Petrol,SUV,Automatic,23000,2020,16.5,1451.0,MG,MG Hector,2020,bangalore
Diesel,Hatchback,Manual,110000,2012,2.4,1399.0,Ford,Ford Figo,2012,bangalore
Petrol,Hatchback,Automatic,30000,2022,6.8,1197.0,Maruti,Maruti Wagon R,2022,bangalore
Diesel,MUV,Manual,120000,2006,5.0,2494.0,Toyota,Toyota Innova,2006,bangalore
Petrol,Sedan,Manual,60000,2011,2.5,1368.0,Tata,Tata Manza,2011,bangalore
Petrol,Hatchback,Manual,80000,2018,7.2,1197.0,Maruti,Maruti Baleno,2018,bangalore
Petrol,Hatchback,Manual,110000,2011,6.14,624.0,Tata,Tata Nano,2011,bangalore
Petrol,Sedan,Automatic,70000,2010,3.57,1798.0,Skoda,Skoda Superb,2010,bangalore
Petrol,Sedan,Manual,45621,2018,7.98,1462.0,Maruti,Maruti Ciaz,2019,bangalore
Diesel,SUV,Manual,38199,2018,8.58,1461.0,Renault,Renault Captur,2019,bangalore
Petrol,Sedan,Manual,90000,2004,6.14,1298.0,Maruti,Maruti Esteem,2004,bangalore
Petrol,Hatchback,Manual,91660,2016,6.08,1197.0,Hyundai,Hyundai i20,2016,bangalore
Petrol,Sedan,Manual,51947,2015,6.98,1497.0,Honda,Honda City,2015,bangalore
Diesel,MUV,Manual,80000,2018,12.5,2179.0,Tata,Tata Hexa,2018,bangalore
Diesel,SUV,Manual,76836,2016,7.51,1248.0,Maruti,Maruti SX4 S Cross,2016,bangalore
Petrol,Hatchback,Automatic,27000,2015,5.35,1198.0,Honda,Honda Brio,2015,bangalore
Petrol,Sedan,Automatic,33222,2017,10.35,1591.0,Hyundai,Hyundai Verna,2017,bangalore
Petrol,Hatchback,Manual,47333,2013,3.28,1086.0,Hyundai,Hyundai i10,2013,bangalore
Petrol,Hatchback,Automatic,20000,2021,7.25,1197.0,Hyundai,Hyundai Grand i10 Nios,2021,bangalore
Petrol,Sedan,Manual,46000,2017,7.4,1591.0,Hyundai,Hyundai Verna,2017,bangalore
Diesel,MUV,Manual,68000,2012,8.75,2494.0,Toyota,Toyota Innova,2012,bangalore
Petrol,Hatchback,Manual,40000,2015,4.8,1198.0,Nissan,Nissan Micra Active,2015,bangalore
Diesel,Sedan,Manual,90000,2001,6.14,1998.0,Mitsubishi,Mitsubishi Lancer,2001,bangalore
Petrol,Sedan,Manual,80000,2010,1.9,1596.0,Ford,Ford Fiesta,2010,bangalore
Petrol,Hatchback,Manual,90000,2010,2.1,1086.0,Hyundai,Hyundai i10,2010,bangalore
Diesel,Hatchback,Manual,80000,2014,4.8,1248.0,Maruti,Maruti Swift,2014,bangalore
Diesel,Sedan,Manual,150000,2012,3.8,1582.0,Hyundai,Hyundai Verna,2012,bangalore
Petrol,SUV,Manual,20000,2022,12.8,1199.0,Tata,Tata Nexon,2022,bangalore
Petrol,SUV,Automatic,43791,2016,7.7,1499.0,Ford,Ford Ecosport,2016,bangalore
Petrol,Hatchback,Automatic,87660,2018,5.99,1197.0,Maruti,Maruti Swift,2018,bangalore
Diesel,SUV,Automatic,90000,2016,8.0,2179.0,Mahindra,Mahindra XUV500,2016,bangalore
Petrol,Hatchback,Manual,71938,2011,2.32,1086.0,Hyundai,Hyundai Santro Xing,2011,bangalore
Petrol,Sedan,Manual,104938,2013,5.25,1591.0,Hyundai,Hyundai Verna,2013,bangalore
Petrol,Sedan,Manual,30000,2020,9.5,1497.0,Honda,Honda City,2020,bangalore
Petrol,Sedan,Manual,124707,2017,6.35,1598.0,Skoda,Skoda Rapid,2018,bangalore
Diesel,Hatchback,Manual,70000,2012,4.0,1199.0,Volkswagen,Volkswagen Polo,2012,bangalore
Petrol,SUV,Manual,88556,2017,9.66,1591.0,Hyundai,Hyundai Creta,2017,bangalore
Diesel,SUV,Manual,48743,2017,7.81,1498.0,Ford,Ford Ecosport,2017,bangalore
Diesel,SUV,Automatic,100000,2016,28.0,1995.0,BMW,BMW X3,2016,bangalore
Petrol,Sedan,Manual,100000,2012,3.85,1798.0,Skoda,Skoda Superb,2012,bangalore
Diesel,SUV,Manual,120000,2012,6.0,2179.0,Mahindra,Mahindra XUV500,2012,bangalore
Diesel,SUV,Manual,70000,2016,6.0,1493.0,Mahindra,Mahindra TUV 300,2016,bangalore
Petrol,Sedan,Manual,90000,2012,3.65,1798.0,Skoda,Skoda Superb,2012,bangalore
Diesel,Pickup Trucks,Manual,70000,2019,7.49,2523.0,Mahindra,Mahindra Bolero Camper,2019,bangalore
Diesel,Hatchback,Manual,120000,2014,3.5,1248.0,Fiat,Fiat Punto,2014,bangalore
Petrol,SUV,Automatic,20000,2022,23.5,1999.0,Hyundai,Hyundai Alcazar,2022,bangalore
Petrol,Hatchback,Manual,50000,2012,2.3,814.0,Hyundai,Hyundai EON,2012,bangalore
Petrol,SUV,Manual,51338,2018,8.75,1199.0,Honda,Honda WR-V,2019,bangalore
Petrol,SUV,Manual,97334,2017,9.25,1591.0,Hyundai,Hyundai Creta,2017,bangalore
Petrol,SUV,Manual,53031,2016,9.3,1591.0,Hyundai,Hyundai Creta,2016,bangalore
Petrol,SUV,Manual,51580,2016,8.98,1591.0,Hyundai,Hyundai Creta,2016,bangalore
Diesel,Sedan,Automatic,57000,2017,23.95,2143.0,Mercedes-Benz,Mercedes-Benz CLA,2017,bangalore
Petrol,Hatchback,Manual,23920,2020,4.49,998.0,Maruti,Maruti S-Presso,2020,bangalore
Diesel,SUV,Automatic,65000,2018,14.85,1582.0,Hyundai,Hyundai Creta,2018,bangalore
Petrol,Hatchback,Manual,66434,2012,3.35,1198.0,Honda,Honda Brio,2012,bangalore
Petrol,SUV,Manual,54097,2017,8.25,1199.0,Honda,Honda WR-V,2018,bangalore
Petrol,Hatchback,Automatic,27655,2021,9.35,1197.0,Toyota,Toyota Glanza,2021,bangalore
Diesel,Sedan,Automatic,14955,2018,38.25,1995.0,BMW,BMW 3 Series GT,2018,bangalore
Petrol,SUV,Automatic,10000,2022,23.5,1999.0,Hyundai,Hyundai Alcazar,2022,bangalore
Petrol,SUV,Automatic,50000,2020,25.0,1498.0,Volkswagen,Volkswagen T-Roc,2020,bangalore
Petrol,SUV,Manual,10000,2022,15.4,1497.0,Kia,Kia Seltos,2022,bangalore
Diesel,SUV,Automatic,70000,2019,12.9,1582.0,Hyundai,Hyundai Creta,2019,bangalore
Diesel,Sedan,Manual,150000,2007,6.14,1991.0,Hyundai,Hyundai Elantra,2007,bangalore
Petrol,SUV,Manual,10000,2021,10.25,998.0,Kia,Kia Sonet,2021,bangalore
Diesel,Sedan,Manual,110000,2016,6.0,1498.0,Honda,Honda City,2016,bangalore
Petrol,Minivans,Manual,30000,2020,4.35,1196.0,Maruti,Maruti Eeco,2020,bangalore
Petrol,SUV,Manual,14338,2017,8.08,1199.0,Honda,Honda WR-V,2018,bangalore
Petrol,Hatchback,Manual,73799,2011,2.78,998.0,Maruti,Maruti Wagon R,2011,bangalore
Petrol,SUV,Automatic,39139,2021,12.61,1197.0,Mahindra,Mahindra XUV300,2021,bangalore
Petrol,SUV,Manual,20000,2020,8.5,1197.0,Hyundai,Hyundai Venue,2020,bangalore
Petrol,Hatchback,Manual,89633,2014,2.7,814.0,Hyundai,Hyundai EON,2014,bangalore
Diesel,SUV,Automatic,70000,2011,10.0,1995.0,BMW,BMW X1,2011,bangalore
Petrol,MUV,Manual,16826,2017,8.45,1462.0,Maruti,Maruti Ertiga,2017,bangalore
Petrol,Hatchback,Manual,25133,2017,5.08,1197.0,Maruti,Maruti Ignis,2017,bangalore
Petrol,Hatchback,Manual,80000,2018,3.4,796.0,Maruti,Maruti Alto 800,2018,bangalore
Petrol,SUV,Automatic,25000,2020,39.0,1969.0,Volvo,Volvo XC40,2020,bangalore
Diesel,MUV,Manual,90000,2014,12.25,2494.0,Toyota,Toyota Innova,2014,bangalore
Diesel,MUV,Manual,90000,2014,12.75,2494.0,Toyota,Toyota Innova,2014,bangalore
Petrol,SUV,Automatic,10000,2022,29.0,1368.0,Jeep,Jeep Compass,2022,bangalore
Petrol,SUV,Manual,70000,2019,8.0,1197.0,Mahindra,Mahindra XUV300,2019,bangalore
Diesel,Sedan,Automatic,110000,2016,28.0,2143.0,Mercedes-Benz,Mercedes-Benz E-Class,2016,bangalore
Petrol,Hatchback,Manual,20000,2006,1.5,1086.0,Hyundai,Hyundai Santro Xing,2006,bangalore
Petrol,SUV,Manual,10000,2021,6.38,999.0,Nissan,Nissan Magnite,2021,bangalore
Petrol,Hatchback,Manual,20000,2019,3.15,799.0,Datsun,Datsun RediGO,2019,bangalore
Diesel,SUV,Manual,34990,2020,13.28,1493.0,Kia,Kia Sonet,2020,bangalore
Petrol,Hatchback,Automatic,33210,2016,4.9,998.0,Maruti,Maruti Celerio,2016,bangalore
Diesel,Sedan,Manual,80000,2020,10.5,1582.0,Hyundai,Hyundai Verna,2020,bangalore
Petrol,Hatchback,Automatic,28051,2015,4.3,998.0,Maruti,Maruti Celerio,2015,bangalore
Petrol,MUV,Automatic,22280,2022,17.24,1353.0,Kia,Kia Carens,2022,bangalore
Diesel,Hatchback,Manual,120000,2007,2.7,1248.0,Maruti,Maruti Swift,2007,bangalore
Petrol,Hatchback,Manual,21193,2017,5.17,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Petrol,Sedan,Automatic,120000,2010,4.0,3597.0,Skoda,Skoda Superb,2010,bangalore
Petrol,Hatchback,Manual,7150,2021,6.27,1197.0,Hyundai,Hyundai Grand i10 Nios,2021,bangalore
Petrol,Hatchback,Manual,13262,2016,5.1,1199.0,Tata,Tata Tiago,2016,bangalore
Diesel,Sedan,Manual,100000,2012,2.5,1998.0,Chevrolet,Chevrolet Cruze,2012,bangalore
Diesel,SUV,Automatic,100000,2012,16.0,1995.0,BMW,BMW X3,2012,bangalore
Petrol,Hatchback,Manual,100000,2016,5.75,1197.0,Maruti,Maruti Baleno,2016,bangalore
Diesel,MUV,Manual,90000,2014,4.1,1248.0,Chevrolet,Chevrolet Enjoy,2014,bangalore
Petrol,SUV,Automatic,40000,2018,9.25,1198.0,Tata,Tata Nexon,2018,bangalore
Diesel,Hatchback,Manual,50000,2013,4.75,1396.0,Hyundai,Hyundai i20,2013,bangalore
Petrol,Hatchback,Manual,50000,2015,1.85,624.0,Tata,Tata Nano,2015,bangalore
Petrol,Hatchback,Manual,50000,2008,2.25,1086.0,Hyundai,Hyundai Santro Xing,2008,bangalore
Petrol,SUV,Automatic,21000,2021,32.75,1984.0,Volkswagen,Volkswagen Tiguan Allspace,2021,bangalore
Diesel,SUV,Automatic,38000,2019,37.5,1969.0,Volvo,Volvo XC40,2019,bangalore
Petrol,MUV,Manual,61902,2019,5.14,999.0,Renault,Renault Triber,2019,bangalore
Petrol,Hatchback,Automatic,38396,2018,3.47,999.0,Datsun,Datsun RediGO,2018,bangalore
Petrol,Sedan,Manual,30000,2004,1.0,1493.0,Honda,Honda City,2004,bangalore
Petrol,SUV,Manual,7561,2022,13.29,998.0,Kia,Kia Sonet,2022,bangalore
Petrol,Hatchback,Manual,30000,2017,3.0,814.0,Hyundai,Hyundai EON,2017,bangalore
Petrol,Sedan,Manual,6731,2022,13.58,999.0,Skoda,Skoda Slavia,2022,bangalore
Petrol,SUV,Manual,20000,2019,15.0,1368.0,Jeep,Jeep Compass,2019,bangalore
Petrol,Hatchback,Automatic,55567,2018,6.42,1197.0,Maruti,Maruti Swift,2018,bangalore
Petrol,SUV,Automatic,48938,2021,9.11,999.0,Renault,Renault Kiger,2021,bangalore
Diesel,Hatchback,Manual,80000,2017,5.5,1248.0,Maruti,Maruti Swift,2017,bangalore
Diesel,SUV,Manual,80000,2013,4.2,1461.0,Renault,Renault Duster,2013,bangalore
Petrol,Hatchback,Manual,10000,2010,4.5,1196.0,Ford,Ford Figo,2010,bangalore
Petrol,SUV,Manual,10000,2022,15.65,1497.0,Kia,Kia Seltos,2022,bangalore
Petrol,Hatchback,Manual,60000,2016,4.5,1199.0,Tata,Tata Tiago,2016,bangalore
Petrol,Sedan,Automatic,71545,2015,4.6,1499.0,Ford,Ford Aspire,2016,bangalore
Petrol,Hatchback,Manual,60000,2007,2.0,1086.0,Hyundai,Hyundai Santro Xing,2007,bangalore
Diesel,SUV,Automatic,80000,2016,6.79,1493.0,Mahindra,Mahindra TUV 300,2016,bangalore
Cng,Minivans,Manual,120000,2015,2.3,796.0,Maruti,Maruti Omni,2015,bangalore
Petrol,SUV,Manual,60000,2020,12.0,1497.0,Kia,Kia Seltos,2020,bangalore
Petrol,Hatchback,Automatic,56577,2016,5.43,1197.0,Hyundai,Hyundai Grand i10,2016,bangalore
Petrol,SUV,Automatic,56974,2018,10.35,1591.0,Hyundai,Hyundai Creta,2018,bangalore
Petrol,SUV,Manual,10000,2021,11.5,998.0,Hyundai,Hyundai Venue,2021,bangalore
Petrol,Hatchback,Manual,40344,2013,4.79,1197.0,Hyundai,Hyundai i20,2013,bangalore
Diesel,SUV,Manual,36216,2018,7.36,1498.0,Ford,Ford Ecosport,2018,bangalore
Petrol,Hatchback,Automatic,10000,2022,5.3,999.0,Renault,Renault KWID,2022,bangalore
Petrol,SUV,Manual,45965,2017,8.8,1591.0,Hyundai,Hyundai Creta,2018,bangalore
Petrol,MUV,Automatic,10000,2021,26.0,2694.0,Toyota,Toyota Innova Crysta,2021,bangalore
Petrol,Sedan,Automatic,74982,2016,7.89,1497.0,Honda,Honda City,2016,bangalore
Petrol,SUV,Automatic,21925,2020,10.3,1198.0,Tata,Tata Nexon,2020,bangalore
Diesel,Sedan,Automatic,120000,2015,6.0,1498.0,Skoda,Skoda Rapid,2015,bangalore
Petrol,Sedan,Manual,70000,2010,2.5,1497.0,Honda,Honda City,2010,bangalore
Diesel,Sedan,Manual,80000,2014,3.9,1498.0,Honda,Honda Amaze,2014,bangalore
Petrol,Hatchback,Manual,90000,2009,2.8,1298.0,Maruti,Maruti Swift,2009,bangalore
Petrol,SUV,Manual,20000,2021,9.2,999.0,Nissan,Nissan Magnite,2021,bangalore
Diesel,SUV,Automatic,50000,2021,16.0,2184.0,Mahindra,Mahindra Thar,2021,bangalore
Petrol,SUV,Manual,10000,2021,6.5,999.0,Nissan,Nissan Magnite,2021,bangalore
Petrol,Hatchback,Manual,80000,2010,2.4,1197.0,Hyundai,Hyundai i10,2010,bangalore
Diesel,SUV,Automatic,61000,2018,44.45,2179.0,Land Rover,Land Rover Discovery Sport,2018,bangalore
Diesel,MUV,Manual,50000,2019,13.5,1497.0,Mahindra,Mahindra Marazzo,2019,bangalore
Petrol,Hatchback,Manual,50406,2015,3.12,796.0,Maruti,Maruti Alto 800,2015,bangalore
Petrol,Hatchback,Manual,26483,2017,5.82,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Diesel,Hatchback,Manual,80000,2015,1.5,1396.0,Tata,Tata Indica V2,2015,bangalore
Petrol,SUV,Manual,12104,2018,6.18,1198.0,Mahindra,Mahindra KUV 100,2018,bangalore
Petrol,Hatchback,Automatic,23721,2021,9.16,1199.0,Honda,Honda Jazz,2021,bangalore
Diesel,Hatchback,Manual,80000,2012,3.0,1399.0,Ford,Ford Figo,2012,bangalore
Petrol,Hatchback,Manual,8212,2022,5.55,998.0,Maruti,Maruti S-Presso,2022,bangalore
Diesel,Sedan,Automatic,80000,2011,5.0,2496.0,Skoda,Skoda Superb,2011,bangalore
Petrol,Hatchback,Automatic,9358,2021,9.5,1197.0,Maruti,Maruti Baleno,2021,bangalore
Petrol,Sedan,Manual,62011,2016,6.08,1197.0,Maruti,Maruti Swift Dzire,2016,bangalore
Diesel,Sedan,Manual,120000,2011,1.25,1405.0,Tata,Tata Indigo,2011,bangalore
Petrol,Sedan,Automatic,90000,2011,17.0,5000.0,Jaguar,Jaguar XJ,2011,bangalore
Diesel,Hatchback,Manual,50000,2013,2.25,1399.0,Ford,Ford Figo,2013,bangalore
Diesel,Hatchback,Manual,100000,2010,2.49,1422.0,Skoda,Skoda Fabia,2010,bangalore
Diesel,SUV,Manual,100000,2008,1.5,2179.0,Tata,Tata Sumo,2008,bangalore
Diesel,Sedan,Manual,120000,2002,1.3,1998.0,Mitsubishi,Mitsubishi Lancer,2002,bangalore
Petrol,Sedan,Automatic,80000,2000,6.14,1999.0,Ford,Ford Mondeo,2000,bangalore
Petrol,Sedan,Manual,50000,2015,3.75,1198.0,Honda,Honda Amaze,2015,bangalore
Petrol,Hatchback,Manual,10000,2022,5.5,999.0,Renault,Renault KWID,2022,bangalore
Petrol,Hatchback,Manual,38771,2019,5.9,1197.0,Hyundai,Hyundai Grand i10,2019,bangalore
Petrol,Hatchback,Automatic,42174,2018,5.11,998.0,Maruti,Maruti Celerio X,2018,bangalore
Diesel,Sedan,Manual,120000,2017,2.6,1396.0,Tata,Tata Indigo,2017,bangalore
Petrol,Hatchback,Manual,43199,2017,3.81,999.0,Renault,Renault KWID,2017,bangalore
Diesel,SUV,Manual,65000,2014,8.19,2179.0,Mahindra,Mahindra XUV500,2014,bangalore
Petrol,Hatchback,Manual,20000,2016,5.75,1197.0,Maruti,Maruti Baleno,2016,bangalore
Petrol,Hatchback,Manual,10155,2019,4.28,799.0,Renault,Renault KWID,2019,bangalore
Petrol,Hatchback,Manual,110654,2006,1.95,1086.0,Hyundai,Hyundai Santro Xing,2022,bangalore
Petrol,Hatchback,Manual,50704,2020,6.96,1197.0,Maruti,Maruti Swift,2020,bangalore
Petrol,Hatchback,Manual,34725,2020,7.4,998.0,Hyundai,Hyundai Grand i10 Nios,2020,bangalore
Diesel,SUV,Manual,90000,2013,8.25,2179.0,Mahindra,Mahindra XUV500,2013,bangalore
Petrol,Hatchback,Manual,30000,2011,3.0,1086.0,Hyundai,Hyundai i10,2011,bangalore
Diesel,Hatchback,Manual,60000,2016,5.0,1047.0,Tata,Tata Tiago,2016,bangalore
Diesel,Sedan,Manual,120000,2013,2.3,1461.0,Nissan,Nissan Sunny,2013,bangalore
Petrol,Sedan,Manual,60000,2009,2.6,1495.0,Hyundai,Hyundai Accent,2009,bangalore
Petrol,Hatchback,Manual,57709,2008,2.4,998.0,Maruti,Maruti Wagon R,2008,bangalore
Petrol,SUV,Manual,20000,2022,15.0,1997.0,Mahindra,Mahindra Thar,2022,bangalore
Petrol,Hatchback,Manual,90000,2010,2.75,1197.0,Hyundai,Hyundai i10,2010,bangalore
Diesel,Sedan,Automatic,60000,2014,20.0,2179.0,Jaguar,Jaguar XF,2014,bangalore
Diesel,SUV,Manual,26224,2016,10.13,2179.0,Mahindra,Mahindra XUV500,2017,bangalore
Petrol,Sedan,Manual,32196,2016,6.77,1497.0,Honda,Honda City,2016,bangalore
Diesel,MUV,Manual,120000,2016,9.0,1248.0,Maruti,Maruti Ertiga,2016,bangalore
Petrol,Hatchback,Manual,56672,2017,5.91,1197.0,Hyundai,Hyundai i20,2017,bangalore
Petrol,Hatchback,Manual,21226,2020,4.28,998.0,Maruti,Maruti S-Presso,2021,bangalore
Diesel,SUV,Manual,105000,2010,11.45,2982.0,Toyota,Toyota Fortuner,2010,bangalore
Petrol,Hatchback,Manual,10346,2022,6.97,1197.0,Hyundai,Hyundai Grand i10 Nios,2022,bangalore
Petrol,Sedan,Automatic,30000,2020,6.3,1197.0,Maruti,Maruti Swift Dzire,2020,bangalore
Petrol,Hatchback,Manual,16679,2021,4.29,796.0,Maruti,Maruti Alto 800,2021,bangalore
Petrol,Hatchback,Manual,15437,2016,4.64,998.0,Maruti,Maruti Celerio,2016,bangalore
Petrol,MUV,Manual,40000,2019,7.5,999.0,Renault,Renault Triber,2019,bangalore
Petrol,SUV,Automatic,30000,2019,11.0,998.0,Hyundai,Hyundai Venue,2019,bangalore
Diesel,Sedan,Manual,90000,2014,7.0,1582.0,Hyundai,Hyundai Elantra,2014,bangalore
Diesel,Sedan,Automatic,110000,2013,11.0,2200.0,Mercedes-Benz,Mercedes-Benz C-Class,2013,bangalore
Petrol,SUV,Manual,20000,2022,16.95,999.0,Skoda,Skoda Kushaq,2022,bangalore
Diesel,SUV,Automatic,120000,2011,20.0,2967.0,Audi,Audi Q7,2011,bangalore
Petrol,Minivans,Manual,10000,2021,5.0,1196.0,Maruti,Maruti Eeco,2021,bangalore
Petrol,SUV,Manual,110000,2005,2.0,2354.0,Honda,Honda CR-V,2005,bangalore
Diesel,Sedan,Automatic,120000,2017,27.0,1999.0,Jaguar,Jaguar XF,2017,bangalore
Petrol,Hatchback,Manual,50000,2020,3.6,999.0,Datsun,Datsun RediGO,2020,bangalore
Petrol,Hatchback,Manual,15017,2017,7.33,1199.0,Honda,Honda Jazz,2017,bangalore
Petrol,Hatchback,Manual,75283,2013,3.75,998.0,Maruti,Maruti Wagon R,2013,bangalore
Diesel,SUV,Manual,54568,2021,18.85,1956.0,Tata,Tata Harrier,2021,bangalore
Petrol,Hatchback,Manual,14516,2016,6.57,1197.0,Hyundai,Hyundai i20,2016,bangalore
Petrol,Hatchback,Automatic,53627,2019,7.29,1197.0,Maruti,Maruti Baleno,2019,bangalore
Petrol,Sedan,Manual,20000,2021,8.0,1199.0,Tata,Tata Tigor,2021,bangalore
Petrol,Hatchback,Automatic,5083,2019,5.01,999.0,Renault,Renault KWID,2020,bangalore
Diesel,SUV,Manual,100000,2016,6.5,1493.0,Mahindra,Mahindra TUV 300,2016,bangalore
Petrol,Sedan,Automatic,50666,2017,10.05,1497.0,Honda,Honda City,2017,bangalore
Petrol,SUV,Manual,16962,2022,11.93,1199.0,Tata,Tata Nexon,2022,bangalore
Petrol,Hatchback,Manual,10000,2019,9.0,999.0,Volkswagen,Volkswagen Polo,2019,bangalore
Diesel,SUV,Manual,10000,2022,21.5,2198.0,Mahindra,Mahindra XUV700,2022,bangalore
Petrol,Hatchback,Automatic,70446,2017,9.25,1197.0,Volkswagen,Volkswagen Polo,2017,bangalore
Petrol,Hatchback,Automatic,60528,2017,8.65,1197.0,Volkswagen,Volkswagen Polo,2017,bangalore
Petrol,SUV,Manual,7132,2021,15.85,999.0,Volkswagen,Volkswagen Taigun,2022,bangalore
Diesel,Sedan,Manual,100000,2009,1.2,1399.0,Ford,Ford Fiesta,2009,bangalore
Diesel,SUV,Automatic,80000,2012,18.0,2987.0,Mercedes-Benz,Mercedes-Benz M-Class,2012,bangalore
Petrol,SUV,Automatic,30000,2018,70.0,2996.0,Mercedes-Benz,Mercedes-Benz GLE,2018,bangalore
Diesel,Hatchback,Manual,120000,2015,1.95,1405.0,Tata,Tata Indica V2,2015,bangalore
Petrol,Hatchback,Manual,21280,2018,7.99,1197.0,Hyundai,Hyundai i20,2018,bangalore
Petrol,SUV,Automatic,82021,2017,6.89,1499.0,Ford,Ford Ecosport,2017,bangalore
Petrol,SUV,Manual,18998,2023,10.68,1199.0,Tata,Tata Nexon,2023,bangalore
Diesel,SUV,Manual,56189,2018,17.99,1956.0,Jeep,Jeep Compass,2019,bangalore
Petrol,Hatchback,Manual,57644,2020,3.83,998.0,Maruti,Maruti S-Presso,2021,bangalore
Petrol,Hatchback,Manual,51286,2018,3.27,796.0,Maruti,Maruti Alto 800,2018,bangalore
Diesel,SUV,Manual,120000,2012,1.95,1493.0,Mahindra,Mahindra Quanto,2012,bangalore
Petrol,Hatchback,Manual,27937,2019,6.39,1197.0,Hyundai,Hyundai Grand i10 Nios,2020,bangalore
Diesel,SUV,Manual,64000,2013,5.75,1461.0,Renault,Renault Duster,2013,bangalore
Petrol,SUV,Manual,40031,2017,6.6,1499.0,Ford,Ford Ecosport,2017,bangalore
Petrol,Hatchback,Manual,47619,2017,3.25,796.0,Maruti,Maruti Alto 800,2017,bangalore
Petrol,Hatchback,Manual,90000,2009,2.25,1197.0,Hyundai,Hyundai i20,2009,bangalore
